,Unnamed: 0,FinalWorth,Person Name,Age,country,City,source,Industries,Country_Of_Citizenship,Self_Made,Status,Gender,State,Residence_State_Region,Birth Year,Birth Month,Birthday,CPI Country,CPI ChangeCountry,GDP_Country,Gross_Tertiarye_Education_Enrollment,Gross_Primary_Education_Enrollment_Country,Life_Expectancy_Country,Tax_Revenue_Country,Total_TaxRate_Country,Population_Country,Latitude Country,Longitude Country,Population_Category
1987,1987,1500,Frank Slootman,64.0,United States,Pleasanton,Software,Technology,United States,True,D,M,California,West,1958.0,10.0,3.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
1988,1988,1500,Terry Snow,79.0,Australia,Canberra,"Airports, real estate",Real Estate,Australia,True,U,M,,,1943.0,12.0,23.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,10M-50M
1989,1989,1500,Axel Stawski,72.0,United States,Sagaponack,Real estate,Real Estate,United States,True,U,M,New York,Northeast,1950.0,11.0,14.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
1990,1990,1500,Thomas Steyer,65.0,United States,San Francisco,Hedge funds,Finance & Investments,United States,True,E,M,California,West,1957.0,6.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
1991,1991,1500,Sergei Studennikov & family,56.0,Russia,Moscow,"Liquor stores, supermarkets",Fashion & Retail,Russia,True,R,M,,,1967.0,3.0,24.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,100M-500M
1992,1992,1500,Su Suyu & family,74.0,China,Shantou,"Utilities, real estate",Real Estate,China,True,D,F,,,1948.0,11.0,24.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
1993,1993,1500,Kevin Systrom,39.0,United States,San Francisco,Instagram,Technology,United States,True,E,M,California,West,1983.0,12.0,30.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
1994,1994,1500,Tan Lili,,China,Guangzhou,Feed,Food & Beverage,China,True,D,F,,,,,,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
1995,1995,1500,Tang Binsen,40.0,China,Beijing,Beverages,Food & Beverage,China,True,E,M,,,1982.0,12.0,12.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
1996,1996,1500,Tang Rui,,China,Shanghai,Semiconductors,Technology,China,True,N,M,,,,,,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
1997,1997,1500,Prachak Tangkaravakoon,79.0,Thailand,Bangkok,Paints,Manufacturing,Thailand,True,U,M,,,1944.0,3.0,26.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,50M-100M
1998,1998,1500,Jeff Tangney,50.0,United States,Palo Alto,Healthcare IT,Healthcare,United States,True,D,M,California,West,1972.0,8.0,9.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
1999,1999,1500,Yuequn Tao,63.0,China,Hefei,Contact Lens,Fashion & Retail,China,True,D,M,,,1960.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
2000,2000,1500,David Teoh,67.0,Australia,Sydney,Telecom,Telecom,Australia,True,D,M,,,1956.0,1.0,1.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,10M-50M
2001,2001,1500,Carmen Thyssen,79.0,Andorra,,"Investments, art",Manufacturing,Spain,False,U,F,,,1943.0,4.0,23.0,,,3154057987.0,,106.4,,,,77142.0,42.506285,1.521801,<1M
2002,2002,1500,Tran Ba Duong & family,63.0,Vietnam,Ho Chi Minh City,Automotive,Automotive,Vietnam,True,D,M,,,1960.0,4.0,1.0,163.52,2.8,261921244843.0,28.5,110.6,75.3,19.1,37.6,96462106.0,14.058324,108.277199,50M-100M
2003,2003,1500,Kenny Troutt,75.0,United States,Dallas,Telecom,Telecom,United States,True,E,M,Texas,South,1948.0,1.0,8.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
2004,2004,1500,Jens von Bahr,52.0,Sweden,Stockholm,Gambling products,Gambling & Casinos,Sweden,True,U,M,,,1971.0,2.0,22.0,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,10M-50M
2005,2005,1500,Wang Junmin,54.0,China,Chengdu,Pharmaceuticals,Healthcare,China,True,U,M,,,1968.0,12.0,12.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
2006,2006,1500,Weng Xianding,61.0,China,Shenzhen,Medical devices,Healthcare,China,True,U,M,,,1961.0,11.0,28.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
2007,2007,1500,Farris Wilks,71.0,United States,Cisco,Natural gas,Energy,United States,True,U,M,Texas,South,1952.0,2.0,9.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
2008,2008,1500,Gordon Wu,87.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,True,D,M,,,1935.0,12.0,3.0,,,,,,,,,,,,
2009,2009,1500,Xiong Wu,47.0,China,Shenzhen,Software,Technology,China,True,E,M,,,1976.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
2010,2010,1500,Xu Zhenhua,,China,Shanghai,Online games,Media & Entertainment,China,True,E,M,,,,,,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
2011,2011,1500,Xu Zhihan,50.0,China,Wuxi,Electronics,Technology,China,True,D,M,,,1972.0,11.0,30.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
2012,2012,1500,Tingdong Yang,62.0,China,Suqian,Brewery,Food & Beverage,China,True,D,M,,,1960.0,5.0,20.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
2013,2013,1500,Michael Minhong Yu,61.0,China,Beijing,Education,Service,China,True,R,M,,,1962.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
2014,2014,1500,Justin Yuan,,China,Shanghai,Online games,Media & Entertainment,China,True,E,M,,,,,,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
2015,2015,1500,Zhang Bangxin,43.0,China,Beijing,Education,Service,China,True,R,M,,,1980.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
2016,2016,1500,Zhang Hong,,China,Hangzhou,Solar,Energy,China,True,Split Family Fortune,F,,,,,,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
2017,2017,1500,Zhou Zongwen & family,66.0,China,Shenzhen,Jewelry,Fashion & Retail,China,True,D,M,,,1957.0,3.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
2018,2018,1400,Antti Aarnio-Wihuri,83.0,Finland,Helsinki,Diversified,Diversified,Finland,False,D,M,,,1940.0,2.0,24.0,112.33,1.0,268761201365.0,88.2,100.2,81.7,20.8,36.6,5520314.0,61.92411,25.748151,5M-10M
2019,2019,1400,Alberto Alcocer,80.0,Spain,Madrid,Investments,Finance & Investments,Spain,True,U,M,,,1942.0,12.0,7.0,110.96,0.7,1394116310769.0,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922,10M-50M
2020,2020,1400,Nigel Austin,52.0,Australia,Melbourne,Retail,Fashion & Retail,Australia,True,D,M,,,1970.0,9.0,25.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,10M-50M
2021,2021,1400,Binny Bansal,40.0,Singapore,Singapore,Flipkart,Technology,India,True,U,M,,,1982.0,12.0,3.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,5M-10M
2022,2022,1400,Girdhari Lal Bawri,75.0,India,Mumbai,Pharmaceuticals,Healthcare,India,True,D,M,,,1947.0,8.0,3.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,>500M
2023,2023,1400,John Bloor,79.0,United Kingdom,Aberdyfi,"Real estate, manufacturing",Diversified,United Kingdom,True,D,M,,,1943.0,6.0,16.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,50M-100M
2024,2024,1400,Vladimir Bogdanov,71.0,Russia,Surgut,Oil,Energy,Russia,True,R,M,,,1951.0,5.0,28.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,100M-500M
2025,2025,1400,Amit Burman,53.0,India,Delhi,Consumer goods,Food & Beverage,India,False,D,M,,,1969.0,7.0,1.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,>500M
2026,2026,1400,Cai Jianyong,52.0,China,Ningbo,Nickel,Metals & Mining,China,True,N,M,,,1971.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
2027,2027,1400,Steve Case,64.0,United States,McLean,AOL,Technology,United States,True,D,M,Virginia,South,1958.0,8.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
2028,2028,1400,Chen Wenyuan & family,55.0,China,Suzhou,Testing equipment,Technology,China,True,E,M,,,1968.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
2029,2029,1400,Chua Thian Poh,74.0,Singapore,Singapore,Real estate,Real Estate,Singapore,True,U,M,,,1948.0,7.0,11.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,5M-10M
2030,2030,1400,Sasson Dayan & family,83.0,Brazil,Sao Paulo,Banking,Finance & Investments,Brazil,True,U,M,,,1940.0,4.0,1.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,100M-500M
2031,2031,1400,Chris Ellison,65.0,Australia,Perth,Mining,Metals & Mining,Australia,True,N,M,,,1957.0,6.0,26.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,10M-50M
2032,2032,1400,John Farber,97.0,United States,New York,Chemicals,Manufacturing,United States,True,D,M,New York,Northeast,1925.0,8.0,23.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
2033,2033,1400,J. Christopher Flowers,65.0,United States,Palm Beach,Investments,Finance & Investments,United States,True,U,M,Florida,South,1957.0,10.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
2034,2034,1400,Reinold Geiger,75.0,Switzerland,Geneva,Beauty products,Fashion & Retail,Austria,True,D,M,,,1947.0,7.0,10.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,5M-10M
2035,2035,1400,Ali Ghodsi,44.0,United States,San Francisco,Data analytics,Technology,Sweden,True,D,M,California,West,1978.0,12.0,8.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
2036,2036,1400,Lance Gokongwei,55.0,Philippines,Manila,Diversified,Diversified,Philippines,False,D,M,,,1967.0,12.0,1.0,129.61,2.5,376795508680.0,35.5,107.5,71.1,14.0,43.1,108116615.0,12.879721,121.774017,100M-500M
2037,2037,1400,Guan Yihong,53.0,China,Guangzhou,Restaurant,Food & Beverage,China,True,U,M,,,,,,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
2038,2038,1400,Rajinder Gupta,64.0,India,Ludhiana,"Textiles, paper",Manufacturing,India,True,D,M,,,1959.0,1.0,2.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,>500M
2039,2039,1400,Torstein Hagen,80.0,Switzerland,Lucerne,Cruises,Service,Norway,True,D,M,,,1943.0,2.0,18.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,5M-10M
2040,2040,1400,Ayman Hariri,44.0,France,Paris,"Construction, investments",Construction & Engineering,Lebanon,False,E,M,,,1978.0,5.0,16.0,110.05,1.1,2715518274227.0,65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749,50M-100M
2041,2041,1400,Alfredo Harp Helu & family,79.0,Mexico,Mexico City,"Banking, investments",Finance & Investments,Mexico,True,U,M,,,1944.0,3.0,11.0,141.54,3.6,1258286717125.0,40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784,100M-500M
2042,2042,1400,He Xiaopeng,45.0,China,Guangzhou,Electric vehicles,Automotive,China,True,D,M,,,1977.0,11.0,3.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
2043,2043,1400,Christoph Henkel,65.0,United Kingdom,London,Consumer goods,Fashion & Retail,Germany,False,E,M,,,1958.0,2.0,11.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,50M-100M
2044,2044,1400,Daniel Hirschfeld,81.0,United States,Kearney,Fashion retail,Fashion & Retail,United States,False,E,M,Nebraska,Midwest,1941.0,5.0,31.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
2045,2045,1400,Drew Houston,40.0,United States,Austin,Cloud storage service,Technology,United States,True,D,M,Texas,South,1983.0,3.0,4.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
2046,2046,1400,Huang Jinxiang & family,58.0,China,Xuancheng,Chemicals,Manufacturing,China,True,U,M,,,1965.0,1.0,27.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
2047,2047,1400,Rameshchandra Jain,74.0,India,Mumbai,Textiles,Manufacturing,India,True,U,M,,,1948.0,6.0,22.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,>500M
2048,2048,1400,Ke Zunhong & family,68.0,China,Chengdu,Pharmaceuticals,Healthcare,China,True,D,M,,,1954.0,7.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
2049,2049,1400,Kim Taek-jin,56.0,South Korea,Seoul,Online games,Media & Entertainment,South Korea,True,D,M,,,1967.0,3.0,14.0,115.16,0.4,2029000000000.0,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922,50M-100M
2050,2050,1400,Koh Wee Meng,59.0,Singapore,Singapore,"Real estate, hotels",Real Estate,Singapore,True,U,M,,,1963.0,7.0,1.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,5M-10M
2051,2051,1400,Sergei Kolesnikov,51.0,Russia,Moscow,Building materials,Manufacturing,Russia,True,U,M,,,1972.0,2.0,25.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,100M-500M
2052,2052,1400,Hemendra Kothari,76.0,India,Mumbai,Financial services,Finance & Investments,India,False,D,M,,,1946.0,8.0,26.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,>500M
2053,2053,1400,Sebastian Kulczyk,42.0,Switzerland,,Diversified,Finance & Investments,Poland,False,E,M,,,1980.0,11.0,16.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,5M-10M
2054,2054,1400,Kwee Liong Keng,77.0,Singapore,Singapore,Real estate,Real Estate,Singapore,False,Split Family Fortune,M,,,1946.0,1.0,1.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,5M-10M
2055,2055,1400,Kwee Liong Phing,65.0,Singapore,Singapore,Real estate,Real Estate,Singapore,False,Split Family Fortune,M,,,1958.0,1.0,1.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,5M-10M
2056,2056,1400,Kwee Liong Seen,70.0,Singapore,Singapore,Real estate,Real Estate,Singapore,False,Split Family Fortune,M,,,1953.0,1.0,1.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,5M-10M
2057,2057,1400,Kwee Liong Tek,76.0,Singapore,Singapore,Real estate,Real Estate,Singapore,False,Split Family Fortune,M,,,1947.0,1.0,1.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,5M-10M
2058,2058,1400,Kwek Leng Keow,71.0,Singapore,Singapore,Diversified,Diversified,Singapore,False,N,M,,,1952.0,1.0,1.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,5M-10M
2059,2059,1400,Kwek Leng Peck,67.0,Singapore,Singapore,Diversified,Diversified,Singapore,False,U,M,,,1956.0,1.0,1.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,5M-10M
2060,2060,1400,Raymond Kwok,69.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,False,U,M,,,1953.0,4.0,10.0,,,,,,,,,,,,
2061,2061,1400,Lee Ho-jin,60.0,South Korea,Seoul,Diversified,Diversified,South Korea,False,U,M,,,1962.0,12.0,8.0,115.16,0.4,2029000000000.0,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922,50M-100M
2062,2062,1400,Michael Lee-Chin,72.0,Canada,Burlington,Mutual funds,Finance & Investments,Canada,True,D,M,,,1951.0,1.0,3.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771,10M-50M
2063,2063,1400,Manfredi Lefebvre d'Ovidio & family,69.0,Monaco,Monte Carlo,Cruises,Service,Italy,False,D,M,,,1953.0,4.0,30.0,,,7184844193.0,,,,,,38964.0,43.7384176,7.4246158,<1M
2064,2064,1400,Bernard Lewis & family,97.0,United Kingdom,London,Fashion retailer,Fashion & Retail,United Kingdom,True,U,M,,,1926.0,2.0,10.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,50M-100M
2065,2065,1400,Li Jinyang,,China,Chifeng,Mining,Metals & Mining,China,False,D,F,,,,,,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
2066,2066,1400,William Li,48.0,China,Beijing,Electric vehicles,Automotive,China,True,D,M,,,1975.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
2067,2067,1400,Jenny Lindén Urnes,52.0,Sweden,Helsingborg,Powdered metal,Manufacturing,Sweden,False,E,F,,,1971.0,3.0,29.0,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,10M-50M
2068,2068,1400,Liu Fangyi,53.0,China,Shanghai,Medical equipment,Healthcare,China,True,D,M,,,,,,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
2069,2069,1400,K.C. Liu,69.0,Taiwan,Taipei,Manufacturing,Technology,Taiwan,True,D,M,,,1954.0,3.0,20.0,,,,,,,,,,,,
2070,2070,1400,Liu Ming Chung,60.0,Hong Kong,Hong Kong,Paper,Manufacturing,Brazil,True,D,M,,,1963.0,1.0,1.0,,,,,,,,,,,,
2071,2071,1400,Anatoly Lomakin,70.0,Russia,Moscow,Investments,Metals & Mining,Russia,True,E,M,,,1952.0,6.0,30.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,100M-500M
2072,2072,1400,Brandt Louie,79.0,Canada,Vancouver,Drugstores,Food & Beverage,Canada,False,D,M,,,1943.0,7.0,5.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771,10M-50M
2073,2073,1400,Lucia Maggi & family,90.0,Brazil,Rondonopolis,Agribusiness,Diversified,Brazil,True,Split Family Fortune,F,,,1932.0,7.0,20.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,100M-500M
2074,2074,1400,Gary Magness,69.0,United States,Denver,"Cable TV, investments",Media & Entertainment,United States,False,E,M,Colorado,West,1954.0,2.0,26.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
2075,2075,1400,Mao Lixiang & family,82.0,China,Ningbo,Cooking appliances,Technology,China,True,D,M,,,1941.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
2076,2076,1400,David McMurtry,82.0,United Kingdom,Wotton-under-Edge,Manufacturing,Manufacturing,United Kingdom,True,D,M,,,1940.0,5.0,3.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,50M-100M
2077,2077,1400,Deepak Mehta,66.0,India,Vadodara,Chemicals,Manufacturing,India,False,D,M,,,1956.0,12.0,12.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,>500M
2078,2078,1400,Miao Shouliang,68.0,China,Shenzhen,Real estate,Real Estate,China,True,D,M,,,1955.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
2079,2079,1400,Miao Yongjun,55.0,China,Zhengzhou,Clinical diagnostics,Healthcare,China,True,U,M,,,1967.0,12.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
2080,2080,1400,Yoshiko Mori,82.0,Japan,Tokyo,Real estate,Real Estate,Japan,False,U,F,,,1940.0,9.0,24.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,100M-500M
2081,2081,1400,Marius Nacht,57.0,Israel,Tel Aviv,Software,Technology,Israel,True,E,M,,,1966.0,1.0,1.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612,5M-10M
2082,2082,1400,Tadako Nakatani,,Japan,Kobe,Medical diagnostic equipment,Healthcare,Japan,False,D,F,,,,,,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,100M-500M
2083,2083,1400,Vadim Novinsky,59.0,Ukraine,Kiev,Steel,Metals & Mining,Ukraine,True,U,M,,,1963.0,6.0,3.0,281.66,7.9,153781069118.0,82.7,99.0,71.6,20.1,45.2,44385155.0,48.379433,31.16558,10M-50M
2084,2084,1400,Niti Osathanugrah,49.0,Thailand,Bangkok,"Energy drinks,investments",Finance & Investments,Thailand,False,D,M,,,1973.0,10.0,18.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,50M-100M
2085,2085,1400,Gretel Packer,57.0,Australia,Sydney,Investments,Finance & Investments,Australia,False,D,F,,,1966.0,4.0,1.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,10M-50M
2086,2086,1400,Pan Longquan,58.0,China,Nanjing,Manufacturing,Manufacturing,China,True,N,M,,,1965.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
2087,2087,1400,Pan Shiyi,60.0,China,Beijing,Real estate,Real Estate,China,True,Split Family Fortune,M,,,1963.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
2088,2088,1400,David Paul,56.0,United States,Audubon,Medical devices,Healthcare,United States,True,D,M,Pennsylvania,Northeast,1966.0,12.0,25.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
2089,2089,1400,Tom Persson,38.0,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,False,D,M,,,1985.0,1.0,1.0,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,10M-50M
2090,2090,1400,Qian Jinghong,50.0,China,Wuxi,Electric scooters,Automotive,China,True,R,F,,,1973.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
2091,2091,1400,Qin Long,57.0,China,Qingdao,Tire,Manufacturing,China,True,D,M,,,1965.0,7.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
2092,2092,1400,M.Satyanarayana Reddy,65.0,India,Hyderabad,Pharmaceuticals,Healthcare,India,True,D,M,,,1957.0,4.0,18.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,>500M
2093,2093,1400,Mochtar Riady & family,93.0,Indonesia,Jakarta,Diversified,Diversified,Indonesia,True,D,M,,,1929.0,5.0,12.0,151.18,3.0,1119190780753.0,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327,100M-500M
2094,2094,1400,Rihanna,35.0,United States,Los Angeles,"Music, cosmetics",Fashion & Retail,Barbados,True,D,F,California,West,1988.0,2.0,20.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
2095,2095,1400,Boris Rotenberg,66.0,Russia,Moscow,"Construction, pipes, chemicals",Construction & Engineering,Russia,True,U,M,,,1957.0,1.0,3.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,100M-500M
2096,2096,1400,Subhash Runwal,79.0,India,Mumbai,Real estate,Real Estate,India,True,E,M,,,1943.0,5.0,22.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,>500M
